Authors,Title,Year,Cited by,Link,Affiliations,Authors with affiliations,Abstract,Author Keywords,Index Keywords
"Wang X., Wang C., Bond-Lamberty B.","Quantifying and reducing the differences in forest CO2-fluxes estimated by eddy covariance, biometric and chamber methods: A global synthesis",2017,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85026743812&doi=10.1016%2fj.agrformet.2017.07.023&partnerID=40&md5=05e1e9e0fe0a4958794db46383e128bb","Center for Ecological Research, Northeast Forestry University, Harbin, China; Pacific Northwest National Laboratory, Joint Global Change Research Institute, College ParkCollege Park, MD, United States","Wang, X., Center for Ecological Research, Northeast Forestry University, Harbin, China; Wang, C., Center for Ecological Research, Northeast Forestry University, Harbin, China; Bond-Lamberty, B., Pacific Northwest National Laboratory, Joint Global Change Research Institute, College ParkCollege Park, MD, United States","Carbon dioxide (CO2) fluxes between terrestrial ecosystems and the atmosphere are primarily measured with eddy covariance (EC), biometric, and chamber methods However, it is unclear why the estimates of the CO2-fluxes, when measured using different methods, converge at some sites but diverge at others. We synthesized a novel global dataset of forest CO2-fluxes to evaluate the consistency between EC and biometric or chamber methods for quantifying the CO2 budget in forest ecosystems. The EC approach, compared with the other two methods, overestimated net ecosystem production (NEP) by 25% (0.52 Mg C ha−1 yr−1), and underestimated ecosystem respiration (Re) by 10% (1.39 Mg C ha−1 yr−1) and gross primary production by 3% (0.48 Mg C ha−1 yr−1). The differences between EC and the other methods were greater at the sites with complex topography and dense canopy than at the sites with flat topography and open canopy. Forest age also influenced the differences mainly through changes in leaf area index. Open-path EC system induced large positive bias in the NEP estimated by EC, presumably due to its surface-heating effect. These results suggest that EC method likely produce biased estimates of NEP and Re in forest ecosystems. A global extrapolation suggests that the differences in the forest CO2-fluxes measured with different methods be consistent with the global overestimation of NEP and underestimation of Re by EC method. Accounting for these differences would substantially improve our estimates of the forest carbon budget. The uncertainties involved in each method were also discussed. To reduce uncertainty in quantifying both local and global carbon budgets, we recommend cross-validation of forest CO2-fluxes measured by different methods with more accurate measurements and careful data processing strategies. © 2017 Elsevier B.V.","Biometry; Chamber; Ecosystem respiration; Eddy covariance; Gross primary production; Net ecosystem production",
"El Bizri H.R., Monteiro F.O.B., de Andrade R.D.S., Valsecchi J., Guimarães D.A.D.A., Mayor P.","Embryonic and fetal morphology in the lowland paca (Cuniculus paca): A precocial hystricomorph rodent",2017,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85026895996&doi=10.1016%2fj.theriogenology.2017.08.004&partnerID=40&md5=a7ffbfdfc856dcb972c46280272efbb2","Universidade Federal Rural da Amazônia (UFRA), Postgraduate Program in Animal Health and Production in Amazonia (PPGSPAA), Belém, PA, Brazil; Instituto de Desenvolvimento Sustentável Mamirauá (IDSM), Tefé, AM, Brazil; Universidade Federal do Pará (UFPA), Postgraduate Program in Animal Science (PPGCAN), Belém, PA, Brazil; Universitat Autònoma de Barcelona (UAB), Department of Animal Health and Anatomy, Faculty of Veterinary, Bellaterra, Barcelona, Spain; FUNDAMAZONIA, Iquitos, Loreto, Peru","El Bizri, H.R., Universidade Federal Rural da Amazônia (UFRA), Postgraduate Program in Animal Health and Production in Amazonia (PPGSPAA), Belém, PA, Brazil, Instituto de Desenvolvimento Sustentável Mamirauá (IDSM), Tefé, AM, Brazil; Monteiro, F.O.B., Universidade Federal Rural da Amazônia (UFRA), Postgraduate Program in Animal Health and Production in Amazonia (PPGSPAA), Belém, PA, Brazil; de Andrade, R.D.S., Universidade Federal Rural da Amazônia (UFRA), Postgraduate Program in Animal Health and Production in Amazonia (PPGSPAA), Belém, PA, Brazil; Valsecchi, J., Instituto de Desenvolvimento Sustentável Mamirauá (IDSM), Tefé, AM, Brazil; Guimarães, D.A.D.A., Universidade Federal do Pará (UFPA), Postgraduate Program in Animal Science (PPGCAN), Belém, PA, Brazil; Mayor, P., Universidade Federal Rural da Amazônia (UFRA), Postgraduate Program in Animal Health and Production in Amazonia (PPGSPAA), Belém, PA, Brazil, Universitat Autònoma de Barcelona (UAB), Department of Animal Health and Anatomy, Faculty of Veterinary, Bellaterra, Barcelona, Spain, FUNDAMAZONIA, Iquitos, Loreto, Peru","In mammals, the embryonic and fetal development of a species has evolved to maximize neonatal survival. In this study, we use a sample of 132 embryos/fetuses of wild lowland paca (Cuniculus paca), obtained over a period of 15 years through collaborative methods with local hunters in the Amazon to describe the intrauterine development of external and internal morphology of this Neotropical rodent. We also compare the newborn survival strategy in this species with other rodents. The crown-rump length (CRL) ranged between 0.6 and 24.6 cm. External features appeared in the following chronological order: limbs, eyelid buds, fusioned eyelids, genitalia, outer ear, tactile pelage, claws, skin, skin spots, covering pelage, teeth and open eyelids. Fetuses with CRL >19.5 cm presented all external features fully developed. The growth formula of fetal age was calculated as ∛W = 0.082 (t - 37.25), and age was accurately associated with CRL. We described the relationship between CRL and external and internal biometry. The liver declined in proportion within the internal cavity, while the relative volume of tubular gastrointestinal organs increased significantly along the embryo/fetal development. All organs, except the heart and the thymus, had similar relative volumes in advanced fetuses and adults. Our comparison of the intrauterine development in several rodent species indicates that the paca's reproductive strategy is comparable to species that are subject to low natural predation. Given that C. paca is perhaps the most hunted animal in Latin America, sustainable hunting throughout its range must take into account its relative reproductive performance. © 2017 Elsevier Inc.","Amazon; Fetal development; Mammals; Reproduction; Rodentia; Survival",
"Bielas W., Niżański W., Nicpoń J., Nicpoń J.E., Partyka A., Mordak R., Nowak M., Ciaputa R.","Effect of zearalenone on circulating testosterone concentration, testicular and epididymal morphology and epididymal sperm characteristics in wild boars",2017,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85025480274&doi=10.1016%2fj.theriogenology.2017.07.015&partnerID=40&md5=bfb9692bbcb8bfa86d02304135d5a989","Department of Reproduction and Clinic of Farm Animals, Faculty of Veterinary Medicine, Wrocław University of Environmental and Life Sciences, Pl. Grunwaldzki 49, Wrocław, Poland; Center for Experimental Diagnostics and Biomedical Innovations, Faculty of Veterinary Medicine, Wrocław University of Environmental and Life Sciences, Pl. Grunwaldzki 47, Wrocław, Poland; Department of Surgery, Faculty of Veterinary Medicine, Wrocław University of Environmental and Life Sciences, Pl. Grunwaldzki 51, Wrocław, Poland; Department of Internal Medicine and Clinic of Diseases of Horses, Dogs and Cats, Faculty of Veterinary Medicine, Wrocław University of Environmental and Life Sciences, Pl. Grunwaldzki 47, Wrocław, Poland; Department of Pathology, Division of Pathomorphology and Forensic Veterinary, Faculty of Veterinary Medicine, Wrocław University of Environmental and Life Sciences, ul. C. K. Norwida 31, Wrocław, Poland","Bielas, W., Department of Reproduction and Clinic of Farm Animals, Faculty of Veterinary Medicine, Wrocław University of Environmental and Life Sciences, Pl. Grunwaldzki 49, Wrocław, Poland; Niżański, W., Department of Reproduction and Clinic of Farm Animals, Faculty of Veterinary Medicine, Wrocław University of Environmental and Life Sciences, Pl. Grunwaldzki 49, Wrocław, Poland; Nicpoń, J., Center for Experimental Diagnostics and Biomedical Innovations, Faculty of Veterinary Medicine, Wrocław University of Environmental and Life Sciences, Pl. Grunwaldzki 47, Wrocław, Poland; Nicpoń, J.E., Department of Surgery, Faculty of Veterinary Medicine, Wrocław University of Environmental and Life Sciences, Pl. Grunwaldzki 51, Wrocław, Poland; Partyka, A., Department of Reproduction and Clinic of Farm Animals, Faculty of Veterinary Medicine, Wrocław University of Environmental and Life Sciences, Pl. Grunwaldzki 49, Wrocław, Poland; Mordak, R., Department of Internal Medicine and Clinic of Diseases of Horses, Dogs and Cats, Faculty of Veterinary Medicine, Wrocław University of Environmental and Life Sciences, Pl. Grunwaldzki 47, Wrocław, Poland; Nowak, M., Department of Pathology, Division of Pathomorphology and Forensic Veterinary, Faculty of Veterinary Medicine, Wrocław University of Environmental and Life Sciences, ul. C. K. Norwida 31, Wrocław, Poland; Ciaputa, R., Department of Pathology, Division of Pathomorphology and Forensic Veterinary, Faculty of Veterinary Medicine, Wrocław University of Environmental and Life Sciences, ul. C. K. Norwida 31, Wrocław, Poland","This study investigated the effect of exposure to zearalenone (ZEN) and its metabolites on the characteristics of epididymal spermatozoa, testicular and epididymal biometry and histology, and the concentration of testosterone in blood plasma in male wild boars. The study was performed during more than one year on 18 clinically healthy male wild boars with initial and final body weight, of 39 ± 4 kg and 59 ± 3 kg, respectively. The animals were divided into two experimental groups (group I and group II) and one control group (group C) comprising 6 boars per group. Group I animals were administered per os pure zearalenone (ZEN) at 150 μg/kg BW for 7 consecutive days every two months, while group II animals received a dose of 50 μg/kg BW/day via feed that was naturally contaminated with ZEN. These male wild boars were exposed to ZEN over a period of 1 year. Control animals were fed a placebo. Testicles with epididymides of the boars were collected on the last day of the experiment within 3 min after slaughter. Blood samples were collected from each of the male wild boars. Testes and epididymides were measured and sampled for histological examination. Epididymides were dissected and epididymal spermatozoa were harvested. The spermatozoa were diluted with swine-specific BTS extender and stored at 17°C for 144 h. Sperm motility was analyzed with CASA, and other parameters including viability, acrosome integrity, DNA fragmentation index, lipid peroxidation and apoptosis were assessed with flow cytometry. In these wild boars, per os exposure to natural sources of ZEN or a combination of ZEN and its metabolites changed the testicular interstitium and led to modification of some epididymal sperm parameters. The interstitial glands in testes of experimental group I were markedly reduced and hyperemic with evident blood stasis in small capillaries. Also in group I were single degenerating seminiferous tubules. In both groups I and II, immediately after dilution of spermatozoa with BTS remarkable decreases in motility rate as well as in progressive motility and the subpopulation of cells with rapid movement were noted compared with the control group (P < 0.05). But unexpectedly, after 24 h incubation of boar semen in the BTS diluent, these sperm properties improved and were not significantly different from the control group. Thus, exposure to ZEN has no lasting but only a temporary, reversible effect on wild boar sperm motility. There was no influence of exposure to ZEN and its metabolites on the integrity of membranes, intensity of lipid peroxidation and apoptosis or on sperm chromatin structure. This study is the first using these direct measures of sperm motility and integrity to show a redundant adverse effect of ZEN exposure on wild boar sperm characteristics. There were no effects of exposure to ZEN and its metabolites on body weight, testicular and epididymal biometry, gonadosomatic index and the concentration of testosterone in blood plasma in the male wild boars. © 2017","Biometry; Epididymis; Histology; Sperm characteristics; Testis; Testosterone; Wild boars; Zearalenone",
"Liu E., Zhao Q.","Encrypted domain matching of fingerprint minutia cylinder-code (MCC) with l1 minimization",2017,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85012914429&doi=10.1016%2fj.neucom.2016.06.083&partnerID=40&md5=ba13e7dbff42fe73bff329a1c9219be8","Zhejiang Provincial Key Laboratory of Information Processing, Communication and Networking, College of Information Science and Electronic Engineering, Zhejiang University, Hangzhou, Zhejiang, China; National Key Laboratory of Fundamental Science on Synthetic Vision, College of Computer Science, Sichuan University, Chengdu, Sichuan, China","Liu, E., Zhejiang Provincial Key Laboratory of Information Processing, Communication and Networking, College of Information Science and Electronic Engineering, Zhejiang University, Hangzhou, Zhejiang, China; Zhao, Q., National Key Laboratory of Fundamental Science on Synthetic Vision, College of Computer Science, Sichuan University, Chengdu, Sichuan, China","Fingerprint is a highly discriminative biometric modality and has gained a lot of interest in both forensic and civil applications. However, it is well known that fingerprint template stored in plaintext is vulnerable to attack. A secure fingerprint template has to be both non-invertible and non-linkable. Minutia cylinder-code (MCC) is a fixed-length and highly discriminative type of minutia descriptor. However, most of the current MCC based fingerprint matching algorithms do not possess the non-linkable property. In this paper, a secured fingerprint MCC matching scheme is proposed by utilizing l1-minimization, where the enrolled fingerprint MCC template is stored in cyphertext form (i.e., E-MCC) and is recognizable only when a close enough query fingerprint presented to the system. Our experimental results on FVC2002 DB1, FVC2002 DB2 and FVC2004 DB1 databases show that the proposed system is highly secure and accurate. The GAR with FAR=0 on FVC2002 DB1, FVC2002 DB2 and FVC2004 DB1 are 91.4%, 84.0% and 65.6%, respectively, with a security level of 33 bits. The performance of the proposed encrypted domain matching algorithm outperforms state-of-the-art fingerprint encryption algorithms. © 2017 Elsevier B.V.","Biometric encryption; Encrypted MCC (E-MCC); Fingerprint matching; l1-minimization; Minutia cylinder-code (MCC)","Biometrics; Codes (symbols); Cylinders (shapes); Pattern matching; Biometric encryption; Civil applications; Encrypted MCC (E-MCC); Encryption algorithms; Fingerprint matching; Fingerprint matching algorithm; Fingerprint templates; Minutia cylinder codes; Cryptography; algorithm; Article; automated pattern recognition; biometry; computer security; controlled study; encrypted domain matching algorithm; finger dermatoglyphics; minutia cylinder code; priority journal"
"Meira-Filho M.R.C., Ramirez J.R.B., Vianna R.T., Júnior J.P.","Efficacy of glacial acetic acid in the control of Trichodina sp. and Apiosoma sp. associated with Mugil liza",2017,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85019553409&doi=10.1016%2fj.aquaculture.2017.05.014&partnerID=40&md5=e6db7f2f3f819eda21c0ceb1b236f334","Programa de Pós-Graduação em Aquicultura, Instituto de Oceanografia, Universidade Federal do Rio Grande, Rua do Hotel, no 2, PO Box 474, Rio Grande, RS CEP, Brazil; Centro de Biotecnologia e Doenças de Animais Aquáticos, Instituto de Oceanografia, Universidade Federal do Rio Grande, Rua do Hotel, 02, PO Box 474, Rio Grande, RS CEP, Brazil; Laboratório de Biologia de Parasitos de Organismos Aquáticos, Instituto de Ciências Biológicas, Universidade Federal do Rio Grande, Av. Itália, Km 08, PO Box 474, Rio Grande, RS CEP, Brazil","Meira-Filho, M.R.C., Programa de Pós-Graduação em Aquicultura, Instituto de Oceanografia, Universidade Federal do Rio Grande, Rua do Hotel, no 2, PO Box 474, Rio Grande, RS CEP, Brazil, Centro de Biotecnologia e Doenças de Animais Aquáticos, Instituto de Oceanografia, Universidade Federal do Rio Grande, Rua do Hotel, 02, PO Box 474, Rio Grande, RS CEP, Brazil; Ramirez, J.R.B., Programa de Pós-Graduação em Aquicultura, Instituto de Oceanografia, Universidade Federal do Rio Grande, Rua do Hotel, no 2, PO Box 474, Rio Grande, RS CEP, Brazil; Vianna, R.T., Laboratório de Biologia de Parasitos de Organismos Aquáticos, Instituto de Ciências Biológicas, Universidade Federal do Rio Grande, Av. Itália, Km 08, PO Box 474, Rio Grande, RS CEP, Brazil; Júnior, J.P., Programa de Pós-Graduação em Aquicultura, Instituto de Oceanografia, Universidade Federal do Rio Grande, Rua do Hotel, no 2, PO Box 474, Rio Grande, RS CEP, Brazil, Centro de Biotecnologia e Doenças de Animais Aquáticos, Instituto de Oceanografia, Universidade Federal do Rio Grande, Rua do Hotel, 02, PO Box 474, Rio Grande, RS CEP, Brazil","This study evaluated whether glacial acetic acid can control ciliate infestation of Trichodina sp. and Apiosoma sp. on juveniles of Mugil liza. A total of 84 juvenile mullets (11.52 ± 1.23 g, 8.72 ± 0.94 cm) kept in twelve 80 L tanks (useful volume of 45 L each) were used. The acetic acid concentrations tested were 0 (T0), 238 (T1), 476 (T2), and 715 (T3) mg L− 1, with three replicates of seven fish each. The experimental procedure consisted of 1 h of parasiticidal bath, followed by 2 h of recovery. Following the recovery period, the fish were individually euthanized, and the left and right sides of the body were scraped in the anteroposterior direction. Biometry followed the scraping of the first branchial arch (both left and right sides). The scrapes were set on slides and either stained with silver nitrate or fixed with methanol and stained with Giemsa. Trichodina sp. and Apiosoma sp. were found infesting 100% of the gills and integument of the T0 fish. The efficacy of acetic acid to control Trichodina sp. was high in all treatments (in gills, 71.43% [T1], 95.51% [T2], and 99.20% [T3]; for integument, 64.39% [T1], 99.75% [T2], and 99.97% [T3]). The efficacy of acetic acid to control Apiosoma sp. was also high (in gills, 99.43% [T1], 98.04% [T2], and 99.52% [T3]; for integument, 95.83% [T1], 98.9% [T2], and 99.12% [T3]). Based on our findings, glacial acetic acid concentration of 238 mg L− 1 is effective against Apiosoma sp. and concentration of 476 mg L− 1 is effective against Trichodina sp. © 2017 Elsevier B.V.","Anti-parasitic; Aquaculture; Ciliophora; Ethanoic acid; Fish; Mullet","Ciliophora; Mugil liza; Mugilidae; Trichodina"
"Yang C.-C., Chen Y.-H., Chang H.-Y.","Composite marginal quantile regression analysis for longitudinal adolescent body mass index data",2017,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85020084135&doi=10.1002%2fsim.7355&partnerID=40&md5=73e533a1d80e9841c6969a1d88207b80","Institute of Statistical Science, Academia Sinica, Taipei, Taiwan; Center for Health Policy Research and Development, National Health Research Institutes, Miaoli County, Taiwan","Yang, C.-C., Institute of Statistical Science, Academia Sinica, Taipei, Taiwan; Chen, Y.-H., Institute of Statistical Science, Academia Sinica, Taipei, Taiwan; Chang, H.-Y., Center for Health Policy Research and Development, National Health Research Institutes, Miaoli County, Taiwan","Childhood and adolescenthood overweight or obesity, which may be quantified through the body mass index (BMI), is strongly associated with adult obesity and other health problems. Motivated by the child and adolescent behaviors in long-term evolution (CABLE) study, we are interested in individual, family, and school factors associated with marginal quantiles of longitudinal adolescent BMI values. We propose a new method for composite marginal quantile regression analysis for longitudinal outcome data, which performs marginal quantile regressions at multiple quantile levels simultaneously. The proposed method extends the quantile regression coefficient modeling method introduced by Frumento and Bottai (Biometrics 2016; 72:74–84) to longitudinal data accounting suitably for the correlation structure in longitudinal observations. A goodness-of-fit test for the proposed modeling is also developed. Simulation results show that the proposed method can be much more efficient than the analysis without taking correlation into account and the analysis performing separate quantile regressions at different quantile levels. The application to the longitudinal adolescent BMI data from the CABLE study demonstrates the practical utility of our proposal. Copyright © 2017 John Wiley & Sons, Ltd. Copyright © 2017 John Wiley & Sons, Ltd.","clustered data; generalized estimating equation; quantile regression coefficients modeling","adolescent; adolescent behavior; biometry; body mass; child; child behavior; human; regression analysis; simulation; statistical model"
"Emeršič Ž., Štruc V., Peer P.","Ear recognition: More than a survey",2017,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85017361058&doi=10.1016%2fj.neucom.2016.08.139&partnerID=40&md5=e31ee9614a66a080e586558e5dff9187","Faculty of Computer and Information Science, University of Ljubljana, Večna pot 113, Ljubljana, Slovenia; Faculty of Electrical Engineering, University of Ljubljana, Tržaška 25, Ljubljana, Slovenia","Emeršič, Ž., Faculty of Computer and Information Science, University of Ljubljana, Večna pot 113, Ljubljana, Slovenia; Štruc, V., Faculty of Electrical Engineering, University of Ljubljana, Tržaška 25, Ljubljana, Slovenia; Peer, P., Faculty of Computer and Information Science, University of Ljubljana, Večna pot 113, Ljubljana, Slovenia","Automatic identity recognition from ear images represents an active field of research within the biometric community. The ability to capture ear images from a distance and in a covert manner makes the technology an appealing choice for surveillance and security applications as well as other application domains. Significant contributions have been made in the field over recent years, but open research problems still remain and hinder a wider (commercial) deployment of the technology. This paper presents an overview of the field of automatic ear recognition (from 2D images) and focuses specifically on the most recent, descriptor-based methods proposed in this area. Open challenges are discussed and potential research directions are outlined with the goal of providing the reader with a point of reference for issues worth examining in the future. In addition to a comprehensive review on ear recognition technology, the paper also introduces a new, fully unconstrained dataset of ear images gathered from the web and a toolbox implementing several state-of-the-art techniques for ear recognition. The dataset and toolbox are meant to address some of the open issues in the field and are made publicly available to the research community. © 2017 Elsevier B.V.","Biometry; Dataset; Descriptor-based method; Ear recognition; In-the-wild; Open-source toolbox; Unconstrained image","Neural networks; Biometry; Dataset; Descriptors; Ear recognition; Open source toolboxes; Unconstrained image; Computer applications"
"Kirgiz A., Atalay K., Kaldirim H., Cabuk K.S., Akdemir M.O., Taskapili M.","Scheimpflug camera combined with placido-disk corneal topography and optical biometry for intraocular lens power calculation",2017,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84984788965&doi=10.1007%2fs10792-016-0330-4&partnerID=40&md5=d8dc65b473b669fdb78783518a00c384","Eye Clinic, Bagcilar Training and Research Hospital, Istanbul, Turkey; Department of Ophthalmology, Bulent Ecevit University School of Medicine, Zonguldak, Turkey; Beyoglu Eye Training and Research Hospital, Istanbul, Turkey","Kirgiz, A., Eye Clinic, Bagcilar Training and Research Hospital, Istanbul, Turkey; Atalay, K., Eye Clinic, Bagcilar Training and Research Hospital, Istanbul, Turkey; Kaldirim, H., Eye Clinic, Bagcilar Training and Research Hospital, Istanbul, Turkey; Cabuk, K.S., Eye Clinic, Bagcilar Training and Research Hospital, Istanbul, Turkey; Akdemir, M.O., Department of Ophthalmology, Bulent Ecevit University School of Medicine, Zonguldak, Turkey; Taskapili, M., Beyoglu Eye Training and Research Hospital, Istanbul, Turkey","The purpose of this study was to compare the keratometry (K) values obtained by the Scheimpflug camera combined with placido-disk corneal topography (Sirius) and optical biometry (Lenstar) for intraocular lens (IOL) power calculation before the cataract surgery, and to evaluate the accuracy of postoperative refraction. 50 eyes of 40 patients were scheduled to have phacoemulsification with the implantation of a posterior chamber intraocular lens. The IOL power was calculated using the SRK/T formula with Lenstar K and K readings from Sirius. Simulated K (SimK), K at 3-, 5-, and 7-mm zones from Sirius were compared with Lenstar K readings. The accuracy of these parameters was determined by calculating the mean absolute error (MAE). The mean Lenstar K value was 44.05 diopters (D) ±1.93 (SD) and SimK, K at 3-, 5-, and 7-mm zones were 43.85 ± 1.91, 43.88 ± 1.9, 43.84 ± 1.9, 43.66 ± 1.85 D, respectively. There was no statistically significant difference between the K readings (P = 0.901). When Lenstar was used for the corneal power measurements, MAE was 0.42 ± 0.33 D, but when simK of Sirius was used, it was 0.37 ± 0.32 D (the lowest MAE (0.36 ± 0.32 D) was achieved as a result of 5 mm K measurement), but it was not statistically significant (P = 0.892). Of all the K readings of Sirius and Lenstar, Sirius 5-mm zone K readings were the best in predicting a more precise IOL power. The corneal power measurements with the Scheimpflug camera combined with placido-disk corneal topography can be safely used for IOL power calculation. © 2016, Springer Science+Business Media Dordrecht.","Intraocular lens power calculation; Optical biometry; Placido-disk corneal topography; Scheimpflug camera",
"Weber C.H.","Intraoperative Refractive Biometry",2017,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85023604782&doi=10.1016%2fj.yaoo.2017.04.005&partnerID=40&md5=aa2c8233d6f68913e354445af0b51a38","The Eye Institute of Utah, John A. Moran Eye Center, University of Utah, 755 East 3900 South, Salt Lake City, UT, United States","Weber, C.H., The Eye Institute of Utah, John A. Moran Eye Center, University of Utah, 755 East 3900 South, Salt Lake City, UT, United States",[No abstract available],"Biometry; Cataract surgery; Intraoperative aberrometry; Refractive surgery; Wavefront sensor",
"Lopes K.R.M., Souza A.S.R., Figueiroa J.N., Alves J.G.B.","Correlation between pre-pregnancy body mass index and maternal visceral adiposity with fetal biometry during the second trimester",2017,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85021964386&doi=10.1002%2fijgo.12202&partnerID=40&md5=95bc8eeecdacf36ff42bdc32189fbc62","Fetal Cardiology Department, Fetal Medicine Unit, Instituto de Medicina Integral Prof. Fernando Figueira, Recife, Brazil; Post Graduation Department, Integral Health Unit, Instituto de Medicina Integral Prof. Fernando Figueira, Recife, Brazil; Pediatric Department, Pediatric Unit, Instituto de Medicina Integral Prof. Fernando Figueira, Recife, Brazil","Lopes, K.R.M., Fetal Cardiology Department, Fetal Medicine Unit, Instituto de Medicina Integral Prof. Fernando Figueira, Recife, Brazil; Souza, A.S.R., Post Graduation Department, Integral Health Unit, Instituto de Medicina Integral Prof. Fernando Figueira, Recife, Brazil; Figueiroa, J.N., Post Graduation Department, Integral Health Unit, Instituto de Medicina Integral Prof. Fernando Figueira, Recife, Brazil; Alves, J.G.B., Pediatric Department, Pediatric Unit, Instituto de Medicina Integral Prof. Fernando Figueira, Recife, Brazil","Objective: To determine the correlation between pre-pregnancy body mass index (BMI) and maternal visceral adiposity with fetal biometry during the second trimester. Methods: A cross-sectional observational study was conducted among pregnant women who received prenatal care at a center in Recife, Brazil, between October 3, 2011, and September 27, 2013. Pre-pregnancy BMI was determined at the first prenatal care visit. Maternal visceral adiposity and fetal biometry were measured at the same ultrasonography session. The associations between maternal and fetal variables were evaluated using the Pearson correlation coefficient (R). The Student t test was used to test the null hypothesis of adjusted correlation coefficients. Results: Overall, 740 women were included. No correlation was found between pre-pregnancy BMI and any of the fetal biometric variables assessed. By contrast, maternal visceral adiposity positively correlated with fetal abdominal circumference (R=0.529), estimated fetal weight (R=0.524), head circumference (R=0.521), femur length (R=0.521), and biparietal diameter (R=0.524; P<0.001 for all fetal variables). These findings remained statistically significant after controlling for pregnancy length. Conclusion: Maternal visceral adiposity, but not pre-pregnancy BMI, positively correlated with fetal biometry during the second trimester. © 2017 International Federation of Gynecology and Obstetrics","Body mass index; Fetal body composition; Fetal growth; Fetal weight; Obesity; Pregnancy; Ultrasonography; Visceral adiposity",
